qid,difficulty,problem,answer_option_list,answer_value,tag
8643,2,"Five years ago, Jennifer\textquotesingle s age was five times Jason\textquotesingle s age. Now, Jennifer\textquotesingle s age is four times Jason\textquotesingle s age. How old is Jennifer now? ","[[{'aoVal': 'A', 'content': '$$20$$ '}], [{'aoVal': 'B', 'content': '$$60$$ '}], [{'aoVal': 'C', 'content': '$$80$$ '}], [{'aoVal': 'D', 'content': '$$100$$ '}], [{'aoVal': 'E', 'content': 'None of the above '}]]",C,Age Problems
8646,1,The number of weeks in $$139$$ days is most nearly equal to． ,"[[{'aoVal': 'A', 'content': '$$5$$ '}], [{'aoVal': 'B', 'content': '$$14$$ '}], [{'aoVal': 'C', 'content': '$$19$$ '}], [{'aoVal': 'D', 'content': '$$20$$ '}]]",D,Applying Multiplication and Division
8653,1,"When Patience asked her Granddad how old he was, he answered, ""I am $$34$$ now and will be $$33$$ on my birthday."" She looked confused so he added, ""After being $$50$$ for a year I started counting backwards on each birthday. "" How old will he actually be on his birthday?　 ","[[{'aoVal': 'A', 'content': '$$33$$ '}], [{'aoVal': 'B', 'content': '$$34$$ '}], [{'aoVal': 'C', 'content': '$$56$$ '}], [{'aoVal': 'D', 'content': '$$67$$ '}], [{'aoVal': 'E', 'content': '$$83$$ '}]]",D,Basic Relationships in Age Problems
8654,2,Calculate: $1^{2}+2^{2}+3^{2}+\cdots +20^{2}+21^{2}$ ,"[[{'aoVal': 'A', 'content': '$$231$$ '}], [{'aoVal': 'B', 'content': '$$2870$$ '}], [{'aoVal': 'C', 'content': '$$3311$$ '}], [{'aoVal': 'D', 'content': '$$53361$$ '}], [{'aoVal': 'E', 'content': 'None of the above '}]]",C,"Questions Involving Sum, Difference and Multiples"
8655,1,"In the window of Bradley\textquotesingle s Bicycle Bazaar there are some unicycles, some bicycles and some tricycles. Laura sees that there are seven saddles in total, thirteen wheels in total and more bicycles than tricycles.  How many unicycles are in the window? ","[[{'aoVal': 'A', 'content': '$$1$$ '}], [{'aoVal': 'B', 'content': '$$2$$ '}], [{'aoVal': 'C', 'content': '$$3$$ '}], [{'aoVal': 'D', 'content': '$$4$$ '}], [{'aoVal': 'E', 'content': '$$5$$ '}]]",B,Chicken-Rabbit Problems
8656,1,"Red and green dragons lived in a cave. Each red dragon had $$6$$ heads, $$8$$ legs, and $$2$$ tails. Each green dragon had $$8$$ heads, $$6$$ legs, and $$4$$ tails. There were $$44$$ tails altogether, and there were $$6$$ less green legs than red heads. How many red dragons lived in the cave? ($$2003$$ Math Kangaroo Problems, Level $$5-6$$, Question \#$$29$$) ","[[{'aoVal': 'A', 'content': '$$6$$ '}], [{'aoVal': 'B', 'content': '$$7$$ '}], [{'aoVal': 'C', 'content': '$$8$$ '}], [{'aoVal': 'D', 'content': '$$9$$ '}], [{'aoVal': 'E', 'content': '$$10$$ '}]]",C,Non-typical Types
8663,1,There are $$20$$ students in a class lining up for recess. Mike is the $$7$$\textsuperscript{th} counting from front to back. How many students are behind Mike? What is his position counting from back to front? ,"[[{'aoVal': 'A', 'content': '$$12$$, $$13$$ '}], [{'aoVal': 'B', 'content': '$$13$$, $$14$$ '}], [{'aoVal': 'C', 'content': '$$13$$, $$12$$ '}], [{'aoVal': 'D', 'content': '$$14$$, $$13$$ '}]]",B,Finding the Order of one Character
8667,1,"A bookstore purchases $$20$$ story books for ＄$$820$$. If the bookstore wants to earn ＄$$12$$ for each book, what is the selling price of each book? ","[[{'aoVal': 'A', 'content': '＄$$50$$ '}], [{'aoVal': 'B', 'content': '＄$$51$$ '}], [{'aoVal': 'C', 'content': '＄$$52$$ '}], [{'aoVal': 'D', 'content': '＄$$53$$ '}]]",D,Unitary Method with One Variable
8670,1,Henry starts to read a $$290$$-page book on a Monday. He reads four pages every day except on Sundays when he reads $$25$$ pages. He will read the book starting from page~\uline{~~~~~~~~~~}~next Monday. ,"[[{'aoVal': 'A', 'content': '$$24$$ '}], [{'aoVal': 'B', 'content': '$$49$$ '}], [{'aoVal': 'C', 'content': '$$50$$ '}], [{'aoVal': 'D', 'content': '$$240$$ '}]]",C,Applying Multiplication and Division
8671,1,"There are $$10$$ blind boxes on the desk, and each blind box contains two toys. Now there are $$16$$ toys in hands. How many blind boxes remain？(adapted from $$2010$$ Math Kangaroo Problem, Level $$1-2$$, Question \#$$15$$) ","[[{'aoVal': 'A', 'content': '$$2$$ '}], [{'aoVal': 'B', 'content': '$$6$$ '}], [{'aoVal': 'C', 'content': '$$4$$ '}], [{'aoVal': 'D', 'content': '$$3$$ '}]]",A,Finding the Total Value using Unitary Method
8674,0,A salt solution is made by mixing $$8$$ ounces of pure salt and $$32$$ ounces of water. Find the percent concentration of the solution. ,"[[{'aoVal': 'A', 'content': '$$10\\textbackslash\\%$$ '}], [{'aoVal': 'B', 'content': '$$15\\textbackslash\\%$$ '}], [{'aoVal': 'C', 'content': '$$20\\textbackslash\\%$$ '}], [{'aoVal': 'D', 'content': '$$25\\textbackslash\\%$$ '}]]",C,Basic Concentration Problems
8675,1,"The speed of high-speed train is approximately $$350$$ kilometers per hour, while the walking speed of a person is approximately $$5$$ meters per second.  Approximately, how many times is the speed of a high-speed train faster than the walking speed of a person?． ","[[{'aoVal': 'A', 'content': '$$2 $$ '}], [{'aoVal': 'B', 'content': '$$20 $$ '}], [{'aoVal': 'C', 'content': '$$70 $$ '}], [{'aoVal': 'D', 'content': '$$200 $$ '}], [{'aoVal': 'E', 'content': '$$700$$ '}]]",B,Basic Computation of the Multiples
8676,1,"If February is a month that contains Friday $$13^{}\text{th}$$, what day of the week is February $$1$$st?． ","[[{'aoVal': 'A', 'content': 'Sunday\u3000 '}], [{'aoVal': 'B', 'content': 'Monday\u3000 '}], [{'aoVal': 'C', 'content': 'Wednesday\u3000 '}], [{'aoVal': 'D', 'content': 'Thursday\u3000 '}], [{'aoVal': 'E', 'content': 'Saturday\u3000 '}]]",A,Periodic Problems of Time
8677,1,"Grandpa suggested dividing all the peanuts between the family members in the following way: one person would get $5$ kilos, two people would get $4$ kilos each, four people would get $2$ kilos each, one person would get $6$ kilos, and one person would not get any peanuts. Grandma suggested dividing the peanuts equally among all of the family members. How many people would get more peanuts in grandma\textquotesingle s suggestion than grandpa\textquotesingle s? (adapted from 2005 Math Kangaroo Problem, Level 5-6, Question \#14) ","[[{'aoVal': 'A', 'content': '$$3$$ '}], [{'aoVal': 'B', 'content': '$$4$$ '}], [{'aoVal': 'C', 'content': '$$5$$ '}], [{'aoVal': 'D', 'content': '$$6$$ '}], [{'aoVal': 'E', 'content': '$$7$$ '}]]",C,Average Problems 
8678,1,Study the pattern below. The $$100^{}\rm {th}$$ letter is  .  $$A A B B C A A B B C A A B B C A A \cdots$$ ,"[[{'aoVal': 'A', 'content': '$$A$$ '}], [{'aoVal': 'B', 'content': '$$B$$ '}], [{'aoVal': 'C', 'content': '$$C$$ '}]]",C,Periodic Problems of Basic Permutation
8679,1,"Given that May $2$nd of a given year is a Thursday, what day is May $29$th of the same year? ","[[{'aoVal': 'A', 'content': 'Saturday '}], [{'aoVal': 'B', 'content': 'Wednesday '}], [{'aoVal': 'C', 'content': 'Thursday '}], [{'aoVal': 'D', 'content': 'Tuesday '}]]",B,Periodic Problems
8680,1,A $$16$$-quart radiator is filled with water.Four quarts are removed and replaced with pure antifreeze liquid.Then four quarts of the mixture are removed and replaced with pure antifreeze.This is done a third and a fourth time.The fractional part of the final mixture that is water is． ,"[[{'aoVal': 'A', 'content': '$$\\frac{81}{256}$$ '}], [{'aoVal': 'B', 'content': '$$\\frac{27}{64}$$ '}], [{'aoVal': 'C', 'content': '$$\\frac{37}{64}$$ '}], [{'aoVal': 'D', 'content': '$$\\frac{175}{256}$$ '}]]",A,Finding and Making Use of Invariants
8685,1,"On a map of the Andes, if $2$ $\text{cm}$ represents $6000$ $\text{km}$, then  ~represents $300$ $\text{km}$ . ","[[{'aoVal': 'A', 'content': '$$0.1$$ '}], [{'aoVal': 'B', 'content': '$$0.5$$ '}], [{'aoVal': 'C', 'content': '$$10$$ '}], [{'aoVal': 'D', 'content': '$$20$$ '}]]",A,Basic Units
8692,1,"My sister runs $$10\text{km}$$ per hour, and I run $$2\text{km}$$ in $$15$$ minutes. If we both run for $$2$$ hours, my sister will run$$\text{km}$$ farther than I will. ","[[{'aoVal': 'A', 'content': '$$2$$ '}], [{'aoVal': 'B', 'content': '$$4$$ '}], [{'aoVal': 'C', 'content': '$$6$$ '}], [{'aoVal': 'D', 'content': '$$8$$ '}]]",B,Word Problem Modules
8694,1,In 2010 about 120 million digital still cameras were sold worldwide.  By 2018 this number had decreased by 85\%.  About how many million digital still cameras were sold in 2018? ,"[[{'aoVal': 'A', 'content': '$$18$$ '}], [{'aoVal': 'B', 'content': '$$28$$ '}], [{'aoVal': 'C', 'content': '$$38$$ '}], [{'aoVal': 'D', 'content': '$$48$$ '}], [{'aoVal': 'E', 'content': '$$58$$ '}]]",A,Knowing the Base
8700,1,Monica arrived in the Kangaroo Camp on July 25th in the morning and left the camp on August 3rd in the afternoon. How many nights did she sleep in the camp? ,"[[{'aoVal': 'A', 'content': '$$7$$ '}], [{'aoVal': 'B', 'content': '$$9$$ '}], [{'aoVal': 'C', 'content': '$$10$$ '}], [{'aoVal': 'D', 'content': '$$30$$ '}], [{'aoVal': 'E', 'content': '$$8$$ '}]]",B,Period of Dates
8701,0,"There are three books Chinese, Math, and English. Sissy wants to put them in the bookcase. How many ways are there for the three books to put? List out all the ways. ","[[{'aoVal': 'A', 'content': '$$6$$ '}], [{'aoVal': 'B', 'content': '$$5$$ '}], [{'aoVal': 'C', 'content': '$$4$$ '}], [{'aoVal': 'D', 'content': '$$3$$ '}]]",A,Word Problem Modules
8703,1,"In a fruit stall, there are 25 apples. There are 9 fewer apples than oranges. How many oranges are there in the fruit stall? ","[[{'aoVal': 'A', 'content': '$$17$$ '}], [{'aoVal': 'B', 'content': '$$16$$ '}], [{'aoVal': 'C', 'content': '$$34$$ '}], [{'aoVal': 'D', 'content': '$$15$$ '}]]",C,Word Problem Modules
8706,1,"On a map of the Andes, if $2$ $\text{cm}$ represents $6000$ $\text{km}$, then  ~represents $300$ $\text{km}$ . ","[[{'aoVal': 'A', 'content': '$$0.1$$ '}], [{'aoVal': 'B', 'content': '$$0.5$$ '}], [{'aoVal': 'C', 'content': '$$10$$ '}], [{'aoVal': 'D', 'content': '$$20$$ '}]]",A,Basic Units
8707,1,"Chloe has＄$$7$$. She is going to buy $$6$$ pens, and each costs $90$ cents. She also buys a certain number of pencils, and each costs $$50$$ cents. How many pencils at most can she buy? (Adapted from 2007 Math Kangaroo Problem, Level 3-4, Question \#4) ","[[{'aoVal': 'A', 'content': '$$5$$ '}], [{'aoVal': 'B', 'content': '$$4$$ '}], [{'aoVal': 'C', 'content': '$$3$$ '}], [{'aoVal': 'D', 'content': '$$2$$ '}], [{'aoVal': 'E', 'content': '$$1$$ '}]]",C,Finding the Total Value using Unitary Method
8714,1,"Isabella must take four $100$-point tests in her math class. Her goal is to achieve an average grade of $95$ on the tests. Her first two test scores were $97$ and $91$. After seeing her score on the third test, she realized she can still reach her goal. What is the lowest possible score she would have made on the third test? ","[[{'aoVal': 'A', 'content': '$$90$$ '}], [{'aoVal': 'B', 'content': '$$92$$ '}], [{'aoVal': 'C', 'content': '$$95$$ '}], [{'aoVal': 'D', 'content': '$$96$$ '}], [{'aoVal': 'E', 'content': '$$97$$ '}]]",B,Average Problems 
8717,2,"\textbf{In the setting of the previous problem, about what percent of the variation in the number of service calls is explained by the linear relation between number of service calls and number of machines?~} ","[[{'aoVal': 'A', 'content': '86\\% '}], [{'aoVal': 'B', 'content': '93\\% '}], [{'aoVal': 'C', 'content': '74\\% '}], [{'aoVal': 'D', 'content': 'None of the above '}], [{'aoVal': 'E', 'content': ""\\textbf{Can't tell from the information given} ""}]]",C,Word Problem Modules
8725,1,"Otto the octopus needs $$2$$ tentacles to juggle up to $$3$$ balls.  If Otto uses all $$8$$ tentacles, Otto can juggle up to  balls. ","[[{'aoVal': 'A', 'content': '$$8$$ '}], [{'aoVal': 'B', 'content': '$$9$$ '}], [{'aoVal': 'C', 'content': '$$12$$ '}], [{'aoVal': 'D', 'content': '$$24$$ '}]]",C,Applying Multiplication and Division
8737,1,"Lucy was $$20$$ years old when Bill was $$12$$. Now, Bill is $$17$$ years old. How old is Lucy? ","[[{'aoVal': 'A', 'content': '$$12$$ '}], [{'aoVal': 'B', 'content': '$$13$$ '}], [{'aoVal': 'C', 'content': '$$21$$ '}], [{'aoVal': 'D', 'content': '$$23$$ '}], [{'aoVal': 'E', 'content': '$$25$$ '}]]",E,Word Problem Modules
8745,2,"Olivia has $32$ clothes, $4$ of them are yellow, $10$ are blue, $13$ are purple, and the others are white. Suddenly the power is off, and it is all black in the room. At least how many clothes should Olivia pick in order to guarantee that she gets $8$ clothes in the same color? ","[[{'aoVal': 'A', 'content': '$$8$$ '}], [{'aoVal': 'B', 'content': '$$12$$ '}], [{'aoVal': 'C', 'content': '$$17$$ '}], [{'aoVal': 'D', 'content': '$$24$$ '}], [{'aoVal': 'E', 'content': '$$32$$ '}]]",D,Word Problem Modules
8746,1,Jack mixed $20$ grams of sugar with $30$ grams of water. What is the percent concentration of the sugar solution? Then Jack added $50$ grams of water. What is the percent concentration the sugar solution? ,"[[{'aoVal': 'A', 'content': '$$40 \\textbackslash\\% $$; $$20\\textbackslash\\% $$. '}], [{'aoVal': 'B', 'content': '$$40 \\textbackslash\\% $$; $$25 \\textbackslash\\% $$. '}], [{'aoVal': 'C', 'content': '$$50 \\textbackslash\\% $$; $$20 \\textbackslash\\% $$. '}], [{'aoVal': 'D', 'content': '$$50 \\textbackslash\\% $$;~$$25 \\textbackslash\\% $$. '}]]",A,Calculating Solvent from Solution and Solute
8748,1,Colin has $$70$$ stamps. He has $$7$$ times as many stamps as Ben. How many more stamps does Colin have than Ben? ,"[[{'aoVal': 'A', 'content': '$$73$$ '}], [{'aoVal': 'B', 'content': '$$70$$ '}], [{'aoVal': 'C', 'content': '$$60$$ '}], [{'aoVal': 'D', 'content': '$$10$$ '}]]",C,Unitary Method Problems
8749,1,"In a certain year, June $$24$$\textsuperscript{th}~is Thursday. What day is August $$27$$\textsuperscript{th~}in this year?  $\textasciitilde$ ","[[{'aoVal': 'A', 'content': 'Monday '}], [{'aoVal': 'B', 'content': 'Tuesday '}], [{'aoVal': 'C', 'content': 'Thursday '}], [{'aoVal': 'D', 'content': 'Friday '}], [{'aoVal': 'E', 'content': 'Saturday '}]]",D,Periodic Problems of Time
8750,1,A tank filled with 200 litres of water weighs 350kg. The same tank filled with 150 litres of water weighs 315kg. What is the weight of the empty tank? ,"[[{'aoVal': 'A', 'content': '$$120$$kg '}], [{'aoVal': 'B', 'content': '$$150$$kg '}], [{'aoVal': 'C', 'content': '$$165$$kg '}], [{'aoVal': 'D', 'content': '$$210$$kg '}], [{'aoVal': 'E', 'content': 'None of the above '}]]",D,Applying Addition and Subtraction
8751,1,"Esther made $$8$$ paper stars.  Faiza made $$4$$ times as many paper stars as Esther did.  Gurmit made $$5$$ times as many paper stars as Esther did,  How many paper stars did the three boys make altogether? ","[[{'aoVal': 'A', 'content': '$$64$$ '}], [{'aoVal': 'B', 'content': '$$80$$ '}], [{'aoVal': 'C', 'content': '$$144$$ '}], [{'aoVal': 'D', 'content': '$$152$$ '}]]",B,Basic Computation of the Multiples
8754,1,Debbie bought a loaf of bread for $$$4$$.  She paid for the bread with a $$$10$$ note.  How much change did Debbie receive? ． ,"[[{'aoVal': 'A', 'content': '$$$4$$ '}], [{'aoVal': 'B', 'content': '$$$6$$ '}], [{'aoVal': 'C', 'content': '$$$14$$ '}], [{'aoVal': 'D', 'content': '$$$40$$ '}]]",B,Simple Addition and Subtraction
8755,1,"Six rectangles each with a common base width of $2$ have lengths of $1,4,9,16,25$, and 36 . What is the sum of the areas of the six rectangles? (2014 AMC 8, Question \#6) ","[[{'aoVal': 'A', 'content': '$$91$$ '}], [{'aoVal': 'B', 'content': '$$93$$ '}], [{'aoVal': 'C', 'content': '$$162$$ '}], [{'aoVal': 'D', 'content': '$$182$$ '}], [{'aoVal': 'E', 'content': '$$202$$ '}]]",D,Interval Problems
8756,1,My old printer printed $$13$$ pages in $$3$$ seconds. My new printer prints $$21$$ pages in $$2$$ seconds. In $$6$$ seconds my new printer printsmore pages than my old one could have. ,"[[{'aoVal': 'A', 'content': '$$8$$ '}], [{'aoVal': 'B', 'content': '$$16$$ '}], [{'aoVal': 'C', 'content': '$$27$$ '}], [{'aoVal': 'D', 'content': '$$37$$ '}]]",D,Simple Addition and Subtraction
8780,1,"March $$12$$th, $$2012$$ was a Monday. What day was May $$1$$st, $$2015$$? ","[[{'aoVal': 'A', 'content': 'Tuesday '}], [{'aoVal': 'B', 'content': 'Wednesday '}], [{'aoVal': 'C', 'content': 'Thursday '}], [{'aoVal': 'D', 'content': 'Friday '}]]",D,Period of Dates
8785,1,SASMO 2014 P2 Q10  Tim is 8 years old and Sally is 4 years old. How old will Sally be when Tim is 14 years old? ,"[[{'aoVal': 'A', 'content': '$$7$$ '}], [{'aoVal': 'B', 'content': '$$8$$ '}], [{'aoVal': 'C', 'content': '$$9$$ '}], [{'aoVal': 'D', 'content': '$$10$$ '}], [{'aoVal': 'E', 'content': 'None of the above '}]]",D,Age Problems
8788,1,Pip is 10 years and 2 months old. Bud is 124 months old. Bob has been alive for 3660 days. Who is the oldest? ,"[[{'aoVal': 'A', 'content': 'Pip '}], [{'aoVal': 'B', 'content': 'Bud '}], [{'aoVal': 'C', 'content': 'Bob '}]]",B,Period of Dates
8792,2,There are some ducks and chickens in a farm. The number of chickens is $10$ more than ducks.The number of ducks is half the number of chicken. How many ducks and chickens are there in the farm?  ~ ,"[[{'aoVal': 'A', 'content': '$26$ '}], [{'aoVal': 'B', 'content': '$$30$$ '}], [{'aoVal': 'C', 'content': '$$33$$ '}], [{'aoVal': 'D', 'content': '$$39$$ '}], [{'aoVal': 'E', 'content': '$$40$$ '}]]",D,Word Problem Modules
8795,2,I ate half of an apple pie on Saturday and two thirds of the remainder on Sunday. What fraction of the pie was left for Monday? ,"[[{'aoVal': 'A', 'content': 'None '}], [{'aoVal': 'B', 'content': '$\\frac12$ '}], [{'aoVal': 'C', 'content': '$\\frac13$ '}], [{'aoVal': 'D', 'content': '$\\frac23$ '}], [{'aoVal': 'E', 'content': '$\\frac16$ '}]]",E,Knowing the Base
8800,1,"There were some cupcakes in a bakery. First, Jade ate half of the cupcakes. Then, Neil ate half of the remaining cupcakes. Finally, Terry ate $6$ and there were $$2$$ cupcakes left. At beginning, how many cupcakes were there in the bakery? ","[[{'aoVal': 'A', 'content': '$$24$$ '}], [{'aoVal': 'B', 'content': '$$32$$ '}], [{'aoVal': 'C', 'content': '$$48$$ '}], [{'aoVal': 'D', 'content': '$$12$$ '}]]",B,Word Problem Modules
8821,1,"If today is Tuesday, what day was it $$76$$ days ago? ","[[{'aoVal': 'A', 'content': '$$$$Monday '}], [{'aoVal': 'B', 'content': '$$$$Tuesday '}], [{'aoVal': 'C', 'content': '$$$$Wednesday '}], [{'aoVal': 'D', 'content': '$$$$Thursday '}]]",C,Periodic Problems of Time
8822,1,"There is a piece of wire. First, half of the piece is used. Then, half of the remaining piece is used. Next, $$16$$ meters are used. Finally, $$9$$ meters are left. The original piece of the wire is~\uline{~~~~~~~~~~}~meters long. ","[[{'aoVal': 'A', 'content': '$$36$$ '}], [{'aoVal': 'B', 'content': '$$50$$ '}], [{'aoVal': 'C', 'content': '$$64$$ '}], [{'aoVal': 'D', 'content': '$$100$$ '}]]",D,Word Problem Modules
8827,1,"Karl is now $10$ years old, and Ala is $3$ years old. How many years from now will Karl be twice as old as Ala? ","[[{'aoVal': 'A', 'content': '$$5$$ '}], [{'aoVal': 'B', 'content': '$$10$$ '}], [{'aoVal': 'C', 'content': '$$4$$ '}], [{'aoVal': 'D', 'content': '$$1$$ '}], [{'aoVal': 'E', 'content': '$$3$$ '}]]",C,Age Problems
8828,1,"In a certain year, March $$27$$\textsuperscript{th}~is Friday. What day is April $$24$$\textsuperscript{th~}in this year?  $\textasciitilde$ ","[[{'aoVal': 'A', 'content': 'Monday '}], [{'aoVal': 'B', 'content': 'Tuesday '}], [{'aoVal': 'C', 'content': 'Thursday '}], [{'aoVal': 'D', 'content': 'Friday '}], [{'aoVal': 'E', 'content': 'Saturday '}]]",D,Periodic Problems of Time
8830,2,"How many digits have to be written in order to write down every number from $$1$$ to $$100$$ inclusive? ($$2007$$ Math Kangaroo Problem, Level $$3-4$$, Question \#$$23$$) ","[[{'aoVal': 'A', 'content': '$$100$$ '}], [{'aoVal': 'B', 'content': '$$150$$ '}], [{'aoVal': 'C', 'content': '$$190$$ '}], [{'aoVal': 'D', 'content': '$$192$$ '}], [{'aoVal': 'E', 'content': '$$200$$ '}]]",D,Applying the Total Number of Numbers
8833,1,"Ten years ago, the sum of the ages of my mother and father was $$71$$. What is the sum of their ages today? ","[[{'aoVal': 'A', 'content': '$$51$$ '}], [{'aoVal': 'B', 'content': '$$61$$ '}], [{'aoVal': 'C', 'content': '$$81$$ '}], [{'aoVal': 'D', 'content': '$$91$$ '}]]",D,Basic Relationships in Age Problems
8836,1,"The triplets Adam, Jan and Stas and their sister Marysia who is four years older than them were $24$ years old together three years ago. How old is Marysia today? (2001 Math Kangaroo Problem, Level 5-6, Question \#18) ","[[{'aoVal': 'A', 'content': '$$5$$ '}], [{'aoVal': 'B', 'content': '$$8$$ '}], [{'aoVal': 'C', 'content': '$$9$$ '}], [{'aoVal': 'D', 'content': '$$12$$ '}], [{'aoVal': 'E', 'content': '$$15$$ '}]]",D,Age Problems
8838,1,"A mother cut a cake into $$12$$ equal slices. Her four children had a slice each and she had one too. Later, a neighbour ate four slices. What percentage of the cake was left at the end of the day? ","[[{'aoVal': 'A', 'content': '$$5\\textbackslash\\%$$ '}], [{'aoVal': 'B', 'content': '$$10\\textbackslash\\%$$ '}], [{'aoVal': 'C', 'content': '$$25\\textbackslash\\%$$ '}], [{'aoVal': 'D', 'content': '$$35\\textbackslash\\%$$ '}], [{'aoVal': 'E', 'content': '$$50\\textbackslash\\%$$ '}]]",C,Finding the Rate
8839,2,"A worm is staying at the bottom of a well with a depth of $$13$$ metres. If it climbs up $$4$$ metres in the daytime and slips down $$1$$ metre at night, which day will it climb up to the ground? ","[[{'aoVal': 'A', 'content': 'The $$4$$th day '}], [{'aoVal': 'B', 'content': 'The $$5$$th day '}], [{'aoVal': 'C', 'content': 'The $$6$$th day '}], [{'aoVal': 'D', 'content': 'The $$7$$th day '}]]",A,Snail Climbing out of Well Problems
8854,2,"A bag of toffee is $7$ dollars, a bag of cotton candy is $6$ dollars, and a bag of orange candy is $15$ dollars. Now, the candy shop decides to mix $40$ bags of toffee, $50$ bags of cotton candy, and $10$ bags of orange candy for $100$ bags of assorted candy. What should be the price of the assorted candy in dollars to keep the total revenue unchanged? ","[[{'aoVal': 'A', 'content': '$$7.3$$ '}], [{'aoVal': 'B', 'content': '$$8$$ '}], [{'aoVal': 'C', 'content': '$$9.5$$ '}], [{'aoVal': 'D', 'content': '$$10$$ '}], [{'aoVal': 'E', 'content': '$$12$$ '}]]",A,Average Problems 
8860,1,"A drawer contains $10$ yellow socks, $8$ blue socks and $4$ pink socks. Bella picks socks from the drawer without looking. What is the smallest number of socks she must pick to make sure she has at least one sock of each colour? ","[[{'aoVal': 'A', 'content': '$$3$$ '}], [{'aoVal': 'B', 'content': '$$4$$ '}], [{'aoVal': 'C', 'content': '$$18$$ '}], [{'aoVal': 'D', 'content': '$$19$$ '}]]",D,Extreme Value of Average
8861,1,"Peter has some toy cars, and Paul has $$4$$ more toy cars than Peter. Altogether they have $$36$$ toy cars. How many toy cars does Paul have? ","[[{'aoVal': 'A', 'content': '$$16$$ '}], [{'aoVal': 'B', 'content': '$$48$$ '}], [{'aoVal': 'C', 'content': '$$20$$ '}], [{'aoVal': 'D', 'content': '$$12$$ '}]]",C,Sum and Differences Problems with multiple Variables
8864,3,"There is an equation with all integers in the upper squares, and the answer on the right side is only the approximation of $$\frac{\square }{3}+\frac{\square }{5}+\frac{\square }{7}\approx 1.16$$ after rounding off. The numbers in each of the three upper squares of the equation are~\uline{~~~~~~~~~~}~in order. ","[[{'aoVal': 'A', 'content': '$1,2,3$ '}], [{'aoVal': 'B', 'content': '$1,3,5$ '}], [{'aoVal': 'C', 'content': '$1,4,3$ '}], [{'aoVal': 'D', 'content': '$2,1,2$ '}], [{'aoVal': 'E', 'content': '$2,3,5$ '}]]",A,Equation Word Problems
8869,1,"Nancy has $23$ donuts. She gives one donut to Sana, and then Nancy has $10$ more donuts than Sana. At beginning, how many donuts does Sana have? ","[[{'aoVal': 'A', 'content': '$$10$$ '}], [{'aoVal': 'B', 'content': '$$11$$ '}], [{'aoVal': 'C', 'content': '$$12$$ '}], [{'aoVal': 'D', 'content': '$$13$$ '}], [{'aoVal': 'E', 'content': '$$14$$ '}]]",B,Word Problem Modules
8871,2,"Joann\textquotesingle s birthday in $$2020$$ was May $$10$$\textsuperscript{th}, which was Sunday. Elizabeth\textquotesingle s birthday in $$2020$$ was June $$21$$\textsuperscript{st}. What day of the week is Elizabeth\textquotesingle s birthday on? ","[[{'aoVal': 'A', 'content': 'Thursday '}], [{'aoVal': 'B', 'content': 'Saturday '}], [{'aoVal': 'C', 'content': 'Sunday '}], [{'aoVal': 'D', 'content': 'Tuesday '}]]",C,Periodic Problems of Time
8882,1,A sugar solution is made by mixing $$7$$ ounces of sugar and $$21$$ ounces of water. Find the percent concentration of the solution. ,"[[{'aoVal': 'A', 'content': '$$20$$\\% '}], [{'aoVal': 'B', 'content': '$25$\\% '}], [{'aoVal': 'C', 'content': '$30$\\% '}], [{'aoVal': 'D', 'content': '$33.3$\\% '}]]",B,Basic Concentration Problems
8885,1,"Ellis\textquotesingle s Eel Emporium contains a large tank holding three different types of eel: electric eels, moray eels and freshwater eels. A notice on the tank reads as follows:  All the eels are electric eels except for $$12$$  All the eels are moray eels except for $$14$$  All the eels are freshwater eels except for $$16$$  How many eels are in the tank? ","[[{'aoVal': 'A', 'content': '$$42$$ '}], [{'aoVal': 'B', 'content': '$$33$$ '}], [{'aoVal': 'C', 'content': '$$24$$ '}], [{'aoVal': 'D', 'content': '$$21$$ '}], [{'aoVal': 'E', 'content': '$$20$$ '}]]",D,Multivariate Linear Equation Word Problems
8886,1,"Tom and Ben played a quiz game. $$2$$ points for a correct answer. Tom got $$5$$ questions right, Ben got $$8$$ questions right. How many more points than Ben did Tom get?~(adapted from $$2021$$ Math kangaroo, Level $$1-2$$, Question \#$$14$$) ","[[{'aoVal': 'A', 'content': '$$4$$ '}], [{'aoVal': 'B', 'content': '$$6$$ '}], [{'aoVal': 'C', 'content': '$$8$$ '}], [{'aoVal': 'D', 'content': '$$10$$ '}], [{'aoVal': 'E', 'content': '$$12$$ '}]]",B,Word Problem Modules
8887,1,"Farmer Baar has 36 sheep, some pink and the rest white. There are twice as many pink sheep as white sheep. How many of the sheep are pink? ","[[{'aoVal': 'A', 'content': '$$10$$ '}], [{'aoVal': 'B', 'content': '$$12$$ '}], [{'aoVal': 'C', 'content': '$$20$$ '}], [{'aoVal': 'D', 'content': '$$24$$ '}], [{'aoVal': 'E', 'content': '$$30$$ '}]]",D,Sum and Multiple of Two Variables
8888,1,"John is 33 years old. His three sons are 5, 6 and 10 years old. In how many years will the three sons together be as old as their father? ","[[{'aoVal': 'A', 'content': '$$4$$ '}], [{'aoVal': 'B', 'content': '$$6$$ '}], [{'aoVal': 'C', 'content': '$$8$$ '}], [{'aoVal': 'D', 'content': '$$10$$ '}], [{'aoVal': 'E', 'content': '$$12$$ '}]]",B,Age Problems
